CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	DISPERSAL	LIGHT	LIGHT_TOLERANCE	SOIL	SOIL_TOLERANCE	GRAZ_MOW_TOLERANCE	PALATABILITY
8911				unknown		4	1	2	1	2	
8918			4	Suffrutescent	6	4	1	2	1	2	
8920			4	Suffrutescent	6	4	1	1.5	1	2	
8922				unknown		4	1	2	1	2	
8927				unknown		4	1	2	1	2	
8932				unknown		4	1	2	1	2	
8935				unknown		5	1	2	1	2	
8937				unknown		4	1	1.5	1	2	
8939	6		3.5	Suffrutescent	6	4	1	1	1	2	4
8942				unknown		4	1	2	1	2	
8943			6	unknown	4						4
8945				unknown		5	1	1.5	1	2	
8947				unknown		4	1	2	1	2	
8948	3.5	13	11	Suffrutescent	7	4	1	2	1	2	4
8950				unknown		4	1	2	1	2	
8951				unknown		4	1	2	1	2	
8952				unknown		4	1	2	1	2	
8953				unknown		4	1	2	1	2	
8959	2		5	unknown						2	
8976		14	25	Frutescent	3	3	1	1.5	1		
8979		14		unknown		3	1	2	1		
8983			500	Frutescent	6	2	1	2.5	1		
8985			6	Herbaceous	1	4	1	2	1	1	
8987			10	Herbaceous	1	4	1	2	1	1	
8989				unknown		4	1	1	1	1	
8991			12	Herbaceous	1	4	1	1	1	1	
8992			8	Herbaceous	1	4	1	2	1	1	
8994			12	Herbaceous	1	4	1	2	1	1	
8998				unknown		3	1	2	1	1	
9002			12	Herbaceous	1			2			
9004			7.5	Herbaceous	1	4	1	2	1	1	
9008				Herbaceous	7	4	1	2.5	1		
9009				unknown		4	1	2	1		
9010				unknown		4	1	2	1		
9012			12	Herbaceous	1	4	1	1.5	1		
9015				unknown		4	1	1	1		
9016				unknown		3	1	3	1		
9021		8	22	Herbaceous	4	4	1	2	1	2	
9031		6		Herbaceous		4	1	2	1	2	
9033			53	Herbaceous	1	4	1	1.5	1	2	
9037	2		30	Herbaceous	7	4	1	3	1		
9041			13.75	Suffrutescent	1	5	1	1.5	1		
9042	0.5	5	15	Herbaceous	7	3	2	2	1	2	
9043		3		unknown		3	2	2	1	2	
9045				Herbaceous	2	5	1	2	1		
9049				Herbaceous		5	1	2	1		
9051				Herbaceous		4	1	2	1	2	
9053			50	Herbaceous	2	5	1	3	1		
9056		6	25.5	Herbaceous	2	4	1	2	1		
9057				Herbaceous		4	1	2	1		
9058			22.5	unknown							
9062			17	Herbaceous	1	5	1	1.5	1		
9065			27.5	unknown							
9068			9.5	Suffrutescent	1	5	1	1.5	1		
9070		6	32.5	Herbaceous	2	4	1	2.5	1	2	
9072			20	Herbaceous	1	4	1	1.5	1		
9073				Herbaceous		4	1	3	1		
9074			46.5	Herbaceous	2	4	1	1.5	1		
9075			3.5	Herbaceous		4	1	1.5	1		
9077				Herbaceous		3	2	3	1		
9080				Herbaceous		4	1	3	1		
9084	1		19.5	Herbaceous	1	4	1	2.5	1		
9088			10.5	Herbaceous	1	4	1	2	1		
9089		14	65	Herbaceous	6	3	1	3.5	1	2	
9092			10	Herbaceous		4	1	1.5	1		
9093			8	Herbaceous		4	1	2.5	1		
9094				Herbaceous		3	1	4	1		
9105		350		Frutescent		4	1	2	1		
9107		500		Frutescent		2	1	3	1		
9111			80	Herbaceous	2	4	1	3.5	2		
9114			180	Herbaceous	2	4	1	4	1		
9115			120	Herbaceous	2	5	1	3	1		
9117		1	17.5	Herbaceous	1	4	1	2.5	2		
9120		2	75	Suffrutescent	2	4	2	4	1		
9123				Herbaceous		4	1	3	1	1	
9129				Frutescent		3	1	3	1		
9130				Herbaceous		4	1	3	1		
9135				unknown		4	1	3	1		
9137				unknown		4	1	3	1		
9140				Herbaceous		4	1	3	1		
9141				Herbaceous		4	1	3	1		
9144			132.5	Herbaceous	2	4	1	3.5	1	1	
9145				Herbaceous		4	1	4	1		
9157		4	50	Herbaceous	7	4	1	3	1	2	
9159			19	Herbaceous	7	4	1	4.5	1	2	
9160				unknown		4	1	4	1	2	
9161				unknown		4	1	4	1		
9163			19	unknown		4	1	5	1	2	
9166			65	Herbaceous	7	4	1	4	1	2	
9170				Herbaceous		4	1	4	1		
9174				Herbaceous		4	1	4	1		
9183			21	Herbaceous	4	4	1	2	1	1	
9184			5.5	Herbaceous	1	4	1	3	1		
9187				Frutescent		4	1	3	2		
9199				Frutescent		3	1	3	1		
9208	1.5		3	Herbaceous	1	4	1	3	1		
9215				Herbaceous		4	1	4	1		
9216			3	Herbaceous	1	4	1	2	1		
9218			300	Frutescent	2	3	1	3	1		
9219		300	200	Frutescent	6	3	1	2.5	1		
9223		150	575	Frutescent	6	3	1	3	1		
9224		150	600	Frutescent		3	1	3	1		
9238		12	200	Frutescent	6	3	1	2	1		
9246				unknown		4	1	3	1		
9249	3		3	Herbaceous	1	4	1	3	1		
9251				Herbaceous		4	1	2	1		
9252	3		3	Herbaceous	1	4	1	3	1		
9254				Herbaceous		4	1	3	1		
9258			15	Herbaceous	6	2	2	2	1		
9260			35	Herbaceous	6	2	2	4	1		
9261			15	Herbaceous				3			
9265	0	2	67.5	Herbaceous	5	3	2	4	1	2	
9269	1.5		9	Herbaceous	5	4	1	2.5	1		4
9270	1.5		7	Herbaceous	5	4	1	2	1		4
9271	2	12.5	45	Herbaceous	5	3	2	3.5	1	1	4
9272	1		75	Herbaceous	7	4	1	3	1		
9273	3		7.75	Herbaceous	5	4	1	2	1		4
9274		5		unknown		4	1	3	1		
9275		5	35	Herbaceous	5	4	1	2.5	1		
9276	3	5	16	Herbaceous	5	5	1	2.5	1		4
9277			25	Herbaceous	5	3	2	3.5	1		
9280			112	Herbaceous	6	3	2	4	1	1	
9282			40	Herbaceous	5	3	2	3	1	2	
9283	0.5		42	Herbaceous	5	3	2	3.5	1	1	
9288	0		11.5	Herbaceous	5	4	1	2.5	1		
9289			42.5	Herbaceous	5	3	2	3	1	1	
9290			35	Herbaceous	5	4	1	2	1	2	
9291			55	Herbaceous	5	3	2	4	1	1	
9292			43	Herbaceous	5	3	2	4	1	1	
9297	0		50	Herbaceous	6	3	2	3.5	1	1	
9299				unknown		3	2	4	1	1	
9305				unknown		3	2	3	1		
9316			25	Herbaceous	1	3	1	3.5	1		
9317	1		5	Herbaceous	1	4	1	2.5	1		
9321				unknown		4	1	3	1	1	
9323	2		70	Herbaceous	7	4	1	3	1	2	
9328				unknown		4	1	3	1	1	
9333		2	80	Herbaceous	7	4	1	3	1	2	
9338				unknown		4	1	3	1	1	
9347				unknown		4	1	3	1	1	
9349				unknown		4	1	3	1	1	
9350				unknown		4	1	3	1	1	
9352				unknown		5	1	3	2		
9361				unknown		4	1	3	1	1	
9362				unknown		4	1	3	1	1	
9364				unknown		4	1	3	1	1	
9366				unknown				3			
9368		200	1200	Frutescent	6	3	2	3	2		
9369		200	350	Frutescent	5	3	2	3	2		4
9370		100	600	Frutescent	6	3	2	2	1		
9380		10	50	Frutescent	6	4	1	2	1		
9382				Frutescent		4	1	2	1		
9384				Frutescent		4	1	3	1		
9385		2		Frutescent		3	1	3	1		
9386				Frutescent		3	1	3	1		
9387		33	300	Frutescent	6	3	1	3	1	1	
9388		1000	500	Frutescent	6	4	1	1.5	1		
9394			80	Frutescent	6	4	2	1.5	1		
9397			250	Frutescent	6	3	1	2	1		
9400		80	500	Frutescent	2	3	1	3	1		
9402	1		9.5	Herbaceous	2	1	2	2.5	1		4
9403			22	Herbaceous				3			
9409			8.5	Herbaceous	2	4	1	4	1	2	
9412				Herbaceous		3	1	4	1	2	
9415				unknown		4	1	4	1	2	
9419			22	Herbaceous	2	3	1	4	1	3	
9421				Herbaceous		3	1	3	1	2	
9438				Herbaceous		3	1	3	1		
9443				Herbaceous		3	1	3	1		
9445			50	Herbaceous		3	1	2.5	1		
9447			50	Herbaceous	2	3	1	2.5	1		
9455				Herbaceous		3	2	3	1		
9458		6	45	Herbaceous	3	3	1	4	1		
9463	7		18	Herbaceous	3	3	2	4	1	2	
9467			5	Herbaceous	3	3	2	3.5	1	2	
9470		15		Herbaceous		2	1	4	1		
9471	4		12.5	Herbaceous	3	2	1	3	1		
9472		1		unknown		5	1	2	1		
9473				Herbaceous		4	1	3	1		
9476				Herbaceous		4	1	3	1		
9486			65	Herbaceous	7	3	2	4	1	1	
9490				Herbaceous		4	1	3	1		
9504			30	Herbaceous	7	4	1	3.5	1		
9506				Herbaceous		4	1	4	1		
9507			20.5	Herbaceous	1	4	1	3.5	1		
9516			20	Herbaceous	7	4	1	3	1		
9520		1	20	Herbaceous	1	4	1	3	1		
9523			35	Herbaceous		4	1	4	1		
9524		2	50	Herbaceous	2	4	1	3.5	1		
9534		3	45	Herbaceous		3	1	3	1		
9535		20		Herbaceous		5	1	2	1		
9542				Herbaceous		4	1	4	1		
9543		1	23.5	Herbaceous	1	4	1	3.5	1		
9545		17	15	Herbaceous	1	5	1	1.5	1		
9549				Herbaceous		4	1	3	1		
9550		1	40	Herbaceous	2	4	1	3	1		
9551		1		Herbaceous		4	1	3	1		
9552		1		Herbaceous		4	1	3	1		
9555			28	Herbaceous	1	4	1	3.5	1		
9571	0	1	40	Herbaceous	5	4	1	3	1		
9575		1		Herbaceous		4	1	4	1		
9585			40	Herbaceous	3	4	1	3	1		
9586			20.5	Herbaceous	3	3	2	3	1		
9587			25	Herbaceous	1	5	1	2	1		
9591				Herbaceous	2	4	1	2	1	2	
9601			225	Herbaceous	6	3	1	4	1		
9605				Frutescent		4	1	3	1		
9609			8.5	Herbaceous	1	4	1	1.5	1		
9612	3		5	Herbaceous	6	4	1	1.5	1	2	4
9613				Herbaceous		4	1	3	1	4	
9615			11	Herbaceous	6	4	1	2.5	1	3	
9617				Herbaceous		4	1	3	1	2	4
9618	3		6.05	Herbaceous	6	4	1	2.5	1	2	4
9619			30	Herbaceous	7	4	1	2.5	1	2	
9621			20	Suffrutescent		5	1	2	1	2	
9625	1.5		5.5	Herbaceous	7	4	1	3	1	2	
9627				unknown		4	1	2.5	1	2	
9638			20	Suffrutescent	1	5	1	1.5	1	2	
9639				Herbaceous		5	1	2	1	2	
9650			15	Herbaceous		5	1	3	1	2	
9654				unknown				2			
9655	2	7.5	28	Herbaceous	7	4	1	3	1	4	4
9663		2	20	Herbaceous	7	4	2	4	1	3	4
9664				Herbaceous	6	4	1	4	1	3	4
9665				unknown							4
9666			21.5	Herbaceous		4	1	3	1	2	
9667				unknown							4
9668	3		7	Herbaceous	6	4	1	2	1	2	4
9670			13	unknown	7			2			4
9671	1	5	30	Herbaceous		4	1	3	2	2	
9684			30	Herbaceous	2	4	1	4	1	2	
9685		13	11.75	Suffrutescent	2	4	1	3	1		
9700		300		Frutescent		3	1	3	1		
9702		300		Frutescent	5	3	1	3	1		
9704		2000		Frutescent		3	1	4	1		
9713		29	4	Suffrutescent	3	5	1	1.5	1	2	
9714		10	3	Suffrutescent	3	4	1	2	1	2	
9717				unknown				2			
9719				Herbaceous		4	1	2	1	2	
9725				Herbaceous		4	1	2	1	2	
9730				Herbaceous		4	1	1	1		
9742		29		Herbaceous		5	1	2	1	2	
9749				Herbaceous		4	1	1	1		
9764				unknown		5	1	3	1		
9854				unknown		4	1	3	1		
9945				Herbaceous		3	1	4	1		
9946		3		Herbaceous		4	1	4	1	2	
9948		9	9	Herbaceous	3	4	1	2	1	3	
9949			6	Herbaceous	3	4	1	2	1	2	
9950				Herbaceous		4	1	2	1	2	
9955			8	Herbaceous	3	4	1	2	1	2	
9958			3.5	Herbaceous	3	4	1	2	1	1	
9962		33	2.5	Suffrutescent	3	3	1	2	1	1	1
9963		6	15	Herbaceous	5	4	1	2	1	2	
9964		6		Herbaceous		4	1	2	1	2	
9969			11	Herbaceous	3	4	1	2	1	1	
9971			11	Herbaceous	3	4	1	1.5	1	1	
9973			17	Herbaceous		4	1	2	1	2	
9976				Herbaceous		4	1	2	1	2	
9981			8	Herbaceous	3	4	1	1.5	1	2	
9982			12	Herbaceous	5	4	1	2	1	2	
9989				Herbaceous		4	1	2	1	2	
10000				Herbaceous		4	1	2	1	2	
10008		1		Herbaceous		4	1	3	1		
10009		1		Herbaceous		4	1	3	1		
10011				unknown		4	1	4	1		
10012				unknown		4	1	4	1		
10013		1	68	Herbaceous	7	4	1	3.5	1		
10014		1		Herbaceous		4	1	4	1		
10015		1		Herbaceous		4	1	4	1		
10016			175	Herbaceous	2	3	2	4	1		
10019	3	5	13	Herbaceous	3	5	1	1.5	1		4
10036			60	Herbaceous	7	4	1	3.5	1	3	
10037			50.5	Herbaceous	4	4	1	3	1	3	
10042	1	4	28	Herbaceous	7	4	1	4	1	2	
10045				Herbaceous		4	1	4	1	2	
10047			5	Herbaceous	7	4	1	4	1	2	
10052			35	Herbaceous	2	4	1	3.5	1		
10053		2	35.5	Herbaceous	7	3	1	3.5	1	3	
10068			45	Herbaceous	6	3	1	4	1		
10070	1		60	Herbaceous	6	4	1	4.5	1		
10071				Herbaceous		4	1	4	1		
10073				Herbaceous		4	1	5	1		
10075				Herbaceous		4	1	4	1		
10079	1	2	21.5	Herbaceous	6	3	1	4	1		
10080		1	41.5	Herbaceous	7	3	1	4	1		
10083				Herbaceous		3	1	4	2		
10090	1		45	Herbaceous	6	4	1	4	1		
10091		2		Herbaceous		3	1	4	1	3	
10106	3	26	9	Herbaceous	4	4	1	2	1	2	4
10107			150	Herbaceous	3	3	1	4	1	3	
10109			300	Herbaceous	3	3	1	4	1	3	
10110				Herbaceous		3	1	4	1	3	
10113	3	5	65	Herbaceous	7	4	1	3.5	1	3	4
10114				Herbaceous		4	1	4	1	3	
10118	2	5	17.5	Herbaceous	7	4	1	2.5	2	2	4
10119				Herbaceous		4	1	3	2	2	
10120				Herbaceous		4	1	3	2	2	
10126				Herbaceous		3	1	4	1		
10130	3	5	69.5	Herbaceous	7	3	1	4	1	4	4
10133				Herbaceous		4	1	1	1		
10145		3	60	Herbaceous	2	4	1	4	1		
10147	2	2	75	Herbaceous	6	4	1	4	1	2	
10148		2		Herbaceous		4	1	4	1	2	
10154			100	Herbaceous	3	4	1	4	1		
10159		5	132.5	Herbaceous	3	3	1	4	1		
10160			50	Herbaceous	3	4	1	3	1	3	
10164				Herbaceous		3	1	4	1	2	
10165	1		50	Herbaceous	6	4	1	4	1		
10166			50	Herbaceous	3	4	1	2	1	3	
10169	1	7	69	Herbaceous	7	4	1	5	1	4	
10170		7		Herbaceous		4	1	5	1	4	
10175				unknown		4	1	4	1		
10177			60	Herbaceous	3			3			
10179			125	Herbaceous	3	4	1	4	1		
10182	3	7	60	Herbaceous	6	4	1	5	1	3	4
10183				Herbaceous		4	1	4	1		
10185			45	Herbaceous	7	4	1	4	1		
10186			45	Herbaceous	6			4			
10191			60	Herbaceous	2	3	1	4	1		
10192	3	8	25	Herbaceous	4	4	1	1.5	1		4
10197				Herbaceous		4	1	4	1	3	
10206				Herbaceous		3	2	3	1		
10208			12.5	Herbaceous	6	4	1	2	1		
10224				Herbaceous		5	1	3	1		
10225	0.5		15	Herbaceous	7	4	1	4	1		
10228				Herbaceous		4	1	4	1		
10230				Herbaceous		4	1	4	1		
10237	1		12	Herbaceous	6	4	1	3	1		
10238				Herbaceous		4	1	3	1		
10247		1	11	Herbaceous	7	4	1	3	1		
10249			5.5	Herbaceous	1	4	1	2.5	1		
10252			3	Herbaceous		4	1	1.5	1	3	
10254				Herbaceous		4	1	2	1		
10255			9	Herbaceous	1	4	1	2	1		
10256			1	Herbaceous	1	4	1	2	1	3	
10257			6	Herbaceous	1	4	1	2	1	3	
10258			2	Herbaceous	1	5	1	1	1		
10260				Herbaceous		4	1	2	1	3	
10269			15	Herbaceous	1	2	2	3	1		
10270			5	Herbaceous		4	1	2	1	3	
10275				Herbaceous		5	1	2	1		
10276			4	Herbaceous	1	5	1	1.5	1		
10279				Herbaceous		4	1	2	1	3	
10280		19	4.5	Suffrutescent	1	5	1	1	1		
10283		4	6	Herbaceous	1	4	1	1.5	1		
10286			10	Herbaceous	1	4	1	3	1		
10287			2	Herbaceous	6	4	1	2	1	3	
10289	6		6	Suffrutescent	1	5	1	1	1		1
10293			9.5	Herbaceous	1	4	1	2.5	1		
10295			6	Suffrutescent	1	5	1	1	1		
10296		11	5	Suffrutescent	1	4	1	1.5	1		
10297	6		1.5	Suffrutescent	1	5	1	1.5	1		2
10298				unknown	1						
10299				unknown		5	1	2	1		
10302			6	Herbaceous	1	5	1	1	1	1	
10305			7	Suffrutescent	1	5	1	1.5	1		
10306			25	Herbaceous	1	3	2	3.5	1	2	
10310				Herbaceous		3	2	3	1		
10312		3	9.5	Herbaceous	1	2	1	2.5	1		
10320			30	Herbaceous	1	3	2	3	1		
10323			20	Herbaceous	1	2	2	3	1		
10324		4	30	Herbaceous	1	3	1	4	1	3	
10325				Herbaceous		3	1	4	1		
10327				Herbaceous		3	1	2	1	1	
10328			82.5	Herbaceous	4	3	1	3.5	2	2	
10332				Herbaceous		3	2	2	1		
10333			12.5	Herbaceous	2	4	1	1.5	1		
10335				Herbaceous		5	1	2	1		
10339			10	Herbaceous		2	1	3	1	3	
10340			30	Herbaceous	6	2	1	3	1	3	
10341			17	Herbaceous	6	3	1	2.5	1	3	
10342			14	Herbaceous	2	4	1	1.5	1	2	
10347			15	Herbaceous	1	5	1	1.5	1	1	
10348	6		3	Suffrutescent	1	4	1	1.5	1		1
10350			10	Herbaceous	1	4	1	2	1		
10352			9.5	unknown	1						2
10353	6		18	Suffrutescent							
10355			10	Suffrutescent	1	4	2	1.5	1		
10359	6		15	Suffrutescent	1	4	1	2	1		1
10362			10	Herbaceous	4	4	1	2	1	2	
10363				Herbaceous		3	1	2	1	2	
10364			25	Herbaceous	4	3	1	2	1	2	
10365				Herbaceous		3	1	2	1	2	
10374	1		9.5	Herbaceous	6	3	1	3	1	3	
10377				unknown				3			
10378			21	Herbaceous	2	4	1	3	1		
10379			1	Herbaceous	1	4	1	2.5	1	2	
10382				Herbaceous		3	1	2	1	2	
10383			12	Herbaceous		3	1	2	1		
10388			35.5	Herbaceous	2	4	1	3	1	2	
10389			100	Herbaceous	2	4	1	4	1	2	
10395	3			Herbaceous		2	2	3	1	2	
10396			90	Herbaceous	2	4	1	3.5	1	2	
10398	3		62.5	Herbaceous	2	3	1	3.5	1	2	1
10401			104.5	Herbaceous		3	1	4	1	2	
10407			90	Herbaceous	1	4	1	4.5	1	2	
10418				Herbaceous		4	1	3	1	1	
10419			90	Herbaceous	1	3	1	4	1	1	
10422				Herbaceous		3	1	4	1	1	
10428		6	45	Herbaceous	6	1	1	3	1	1	
10429			48.5	Herbaceous	7	3	1	3	1		
10431				Herbaceous		3	1	3	1		
10432		1	41.75	Herbaceous	2	4	1	2.5	1		
10433		1		Herbaceous		4	1	2	1		
10435				Herbaceous		3	1	3	1		
10439		1	36.5	Herbaceous	2	3	1	2.5	1		
10442			30	Herbaceous	2	4	1	1.5	1		
10444			20	Herbaceous		4	1	1.5	1	1	
10451	3		4.5	Herbaceous	1	4	1	2	1	2	4
10452		2		Herbaceous		3	2	3	1	1	
10455				Herbaceous		4	2	2	1		
10459		3	16.5375	Herbaceous	3	4	1	2.5	1	3	
10460	10	13	16	Herbaceous	3	2	2	3	1	3	
10467			15	Herbaceous	3	2	2	4	1	3	
10472				Herbaceous		4	1	3	2	1	
10473				Herbaceous		2	1	4	1		
10475			20	Herbaceous	3	2	1	3.5	1		
10477			30.75	Herbaceous	2	3	2	2.5	1	2	
10478			40	Herbaceous	2	3	2	2	1	2	
10481			30	Herbaceous	2	4	2	2	1		
10491			60	Herbaceous	4	3	2	3	1	2	
10497			6	Herbaceous	1	4	1	2	1	1	
10502	3		28.5	Herbaceous	1	3	2	3	2	2	
10506			1	Herbaceous	6	4	1	3	1		
10507		26	12	Frutescent	3	3	2	2	1		
10509		4	50	Suffrutescent	5	3	2	2	1		
10511		2	84	Herbaceous	3	3	2	2.5	1	1	
10512		16	1000	Frutescent	4	3	2	3	1		
10513				unknown		3	2	4	1		
10514			57.5	Herbaceous	2	3	2	3	1		
10516			60	Herbaceous	2	4	1	3	1		
10519			25	Herbaceous	1	5	1	3	1		
10520		1	35	Herbaceous	2	3	2	3	1		
10522		1		Herbaceous		3	2	3	1		
10525			70	Herbaceous	2	3	2	3.5	1	2	
10526				Herbaceous		3	2	4	1	2	
10528				Herbaceous		3	2	4	1	2	
10529			70	Herbaceous	2	3	2	4	1	2	
10532			60	Herbaceous	2	5	2	2	1	2	
10550				Herbaceous		3	1	3	1	1	
10559		8	40	Suffrutescent	3	2	1	2.5	1		
10564				Herbaceous		3	1	3	1		
10568		10	29	Herbaceous		2	1	3	1		
10572		3	6	Herbaceous	3	2	1	2	1		
10578			6	Herbaceous	1	4	1	3.5	2		
10580		1		Herbaceous		4	1	3	1		
10582		1	30	Herbaceous	7	4	1	3	1		
10583			25	Herbaceous				3			
10590	3		24	Herbaceous	3	4	1	2.5	1	2	2
10593				unknown	3						
10594			25	Herbaceous	3	3	2	2.5	1	2	
10595				unknown	3						
10601			9.25	Herbaceous	3	5	1	2	1		
10602		12	25	Herbaceous	3	4	1	2	1		
10603		12		Herbaceous		4	1	2	1		
10606			25	Herbaceous	3	4	1	2	1		
10611	5	8	4.5	Herbaceous	3	4	1	1.5	1	2	
10615	4	6	15	Herbaceous	3	4	1	2	1	2	
10620			35	Herbaceous	2	3	1	3.5	1	3	
10622	2		20	Herbaceous	7	3	1	3	1	3	2
10623			55	Herbaceous		3	1	3	1	3	
10624			60	Herbaceous	7	3	1	3.5	1	4	
10626			40	Herbaceous	5	3	1	3	1	2	2
10629			8.5	Herbaceous	6	4	1	2	1	1	
10633				unknown		4	1	2	1		
10637			31.5	Herbaceous	6	4	1	3	1		
10638			25	Herbaceous	2			3		3	
10640				unknown		3	1	4	1		
10642			10	Herbaceous	6	3	1	3	1	3	
10646	3		18	Herbaceous	6	4	1	2	1	3	2
10648				Herbaceous		4	1	2	1	3	
10650				Herbaceous		4	1	2	1	3	
10653			11.5	Herbaceous	3	4	1	2.5	1	3	
10655				Herbaceous		2	1	3	1		
10660				unknown		3	1	3	1		
10672	3.5		15.5	Herbaceous	7	2	2	3.5	1	4	
10680			27	Herbaceous	6	4	2	1.5	1	3	
10682				unknown		3	1	4	1		
10687				Herbaceous		4	1	2	1		
10691	3		4.666666667	Herbaceous	4	5	1	1.5	1		2
10693			21.25	Herbaceous	3	4	1	1.5	1	2	
10694				Herbaceous	3	3	1	3	1	3	
10695				unknown		4	1	2	1		
10699	3		6.5	Herbaceous	2	4	1	2.5	1	2	2
10700				Herbaceous		4	1	3	1	2	
10702			50	Herbaceous	3	2	1	3.5	1	2	
10705			80	Herbaceous	3	4	1	3.5	1		
10712			30	Herbaceous	6	4	1	2.5	1		
10713				Herbaceous		4	1	3	1		
10714				Herbaceous		4	1	3	1		
10715	3		10	Herbaceous	3	3	1	3.5	1	3	2
10717				Herbaceous		4	1	3	1		
10723				Herbaceous		4	1	2	1		
10727			15	Herbaceous	3	4	1	2.5	1	2	
10729			15	Herbaceous	6	4	1	1.5	1		
10730			3	Herbaceous	3	5	1	3	1		
10732				unknown				1			
10734			20	Herbaceous		4	1	3	1		
10736				Herbaceous	1	3	1	2	1		
10739				unknown		3	1	2.5	1		
10741				unknown		4	1	3	1		
10750			60	Herbaceous	3	2	1	3	1	2	
10751				Herbaceous		3	1	2	1	2	
10752				Herbaceous		3	1	3	1	2	
10753				Herbaceous		3	1	2	1	2	
10760				Herbaceous		4	1	3	1	2	
10764	0		20	Herbaceous	5	3	1	4	1	4	
10765			14	Herbaceous		5	1	2	1		
10770				unknown		3	1	2	1		
10774			16.5	Herbaceous	6	4	1	3	1		
10778				unknown		4	1	3	1		
10780				unknown				3			
10782	1		25	Herbaceous	3	4	1	4	1	2	
10783			10	Herbaceous	3	5	1	2	1		
10784			40	Herbaceous	5	2	1	3	1		
10790			20	Herbaceous	6	4	1	2	1	2	
10791				Herbaceous	6	4	1	2.5	1		
10792				Herbaceous	6	4	1	3	1		
10799			40	Herbaceous		3	1	2	1	2	
10800				Herbaceous		3	1	3	1	2	
10802			20	Herbaceous	1	2	1	3	1	2	
10803	1	12	10	Herbaceous	2	4	1	2	1	2	
10807		2		Herbaceous	3	3	1	3	1	2	
10813			70	Herbaceous	2	3	1	3	1	2	
10816				Herbaceous		3	1	3	1	2	
10818		2	40	Herbaceous	2	4	1	2	1	2	
10826			39.375	Herbaceous		4	1	2	1	2	
10829				Herbaceous		3	1	2.5	1	2	
10830			29.375	Herbaceous	2	4	1	2	1	2	
10832				Herbaceous		4	2	2	1	2	
10838				Herbaceous		4	2	3	1	3	
10840			60	Herbaceous	2	4	2	3	1	3	
10843			61.5	Herbaceous	2	4	2	3	1	3	
10845	2	8	22.975	Herbaceous	7	4	1	3	1	3	2
10865	2	2	35	Herbaceous	3	4	1	3.5	1		
10866		3	72	Herbaceous	2	4	1	3.5	1		
10867		2	23.1	Herbaceous	2	4	1	3.5	1		
10869		2		unknown		4	1	4	1		
10889	3		350	Frutescent	6	3	2	2.5	1	1	
10891			200	Frutescent	4	3	1	2	1		
10892			200	Frutescent	6	4	1	2	1		
10893				Frutescent		4	1	2	1		
10894				Frutescent		4	1	2	1		
10895			100	Frutescent	6	3	1	2	1		
10896			300	Frutescent	6	3	1	2	1	1	
10905		50	7	Frutescent	6	4	1	1.5	1		
10906		23	65	Frutescent	6	3	1	2	1		
10907		23	70	Frutescent	6	3	1	2	1		
10908		23	70	Frutescent	6	3	1	2	1		
10909		23		Frutescent		3	1	2	1		
10912		3	45	Herbaceous	7	4	2	2.5	1	1	
10915			87.5	Herbaceous	6	4	2	3	1	1	
10916				Herbaceous		3	2	3	1	3	
10917				Herbaceous		3	2	4	1	4	
10918				Herbaceous		3	2	3	1	3	
10920			6.25	Herbaceous	6	4	1	1.5	1		
10926				unknown		4	1	2	1		
10927				unknown		4	1	2	1		
10928				unknown		4	1	2	1		
10933			25	Herbaceous	6	4	1	2	1		
10935				unknown		4	1	2	1		
10938				unknown		4	1	2	1		
10939				Herbaceous		4	1	2	1	3	
10940				Herbaceous		4	1	3	1		
10941				Herbaceous		3	1	4	1	3	
10942		19	17.5	Herbaceous	6	4	1	2	1		
10943				Herbaceous		3	2	3	1	3	
10944			25	Herbaceous	6	3	2	3	1	3	
10946				unknown		4	1	2	1		
10947				Herbaceous		4	2	4	1	4	
10948				Herbaceous		3	1	2	1		
10949				Herbaceous		3	2	3	1	3	
10950				Herbaceous		3	1	3	1	3	
10951				Herbaceous		4	1	2	1	4	
10952		6		Herbaceous	6	4	1	3	1	3	
10953			14	Herbaceous		4	1	2	1	3	
10954				Herbaceous		4	1	2	1	3	
10955				Herbaceous		4	1	2	1	3	
10956				Herbaceous		4	1	2	1	3	
10957			2.5	Herbaceous	6	4	2	2	1		
10958			15	Herbaceous	6	4	1	2	1	3	
10960				unknown		4	1	2	1		
10961				Herbaceous		3	2	3	1	3	
10962				unknown		4	1	2	1		
10963				Herbaceous		4	1	3	1		
10967			18.5	Herbaceous	6	3	2	4	1	3	
10969			18	Herbaceous	7	4	1	2	1	3	
10970				Herbaceous		4	2	2	1		
10973				Herbaceous	6	4	1	2	1		
10974				Herbaceous		4	2	4	1	4	
10981				Herbaceous		4	1	4	1	3	
10982				Herbaceous		3	1	3	1	3	
10983				Herbaceous		3	2	3	1	3	
10984				Herbaceous		4	2	2	2		
10986				unknown		4	1	2	1		
10987				Herbaceous	6						
10988				unknown		4	1	2	1		
10990				Herbaceous		3	2	4	1		
10991				Herbaceous		5	1	3	1		
10992	6			Herbaceous	6	4	1	2	1		4
10993				Herbaceous		4	1	3	1	4	
10998	9		23	Herbaceous	6	4	2	4	1	4	
10999				Herbaceous		4	1	3	1	4	
11002			35	Herbaceous		4	1	3	1	3	
11003				Herbaceous	6	3	1	2	1		
11004	3	5	1	Herbaceous	6	4	1	2.5	2		4
