CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
13776					>									Unassisted dispersal	boleochory_myrmecochory	1		scattered	unfertilized dry meadows	1	small variation (I)		4	small variation (I)	2	small variation (I)	8	4	small variation (I)		2	small variation (I)	3		2	small variation (I)		3	small variation (I)				2.5	small variation (I)			February	April	Capsule					idiochorophytes or indigenes	single terminal flower	solitary			3.02					0.193301914082451	0.01704			0.08626	Geophyte						pre-summergreen		moderately close to nature (moderately urbanophobous)				2		Indigenous			Chlorophyllian		3		4.5	2.5	8			hermaphroditic and normal sexual											17.330988605	hypocotyl tuber	crs		no vegetative dispersal parts	Herbaceous
13777					=									Unassisted dispersal	endochory_myrmecochory	7	4.03	scattered	mountain plants	2	small variation (I)		4	small variation (I)	2	small variation (I)	8	4	small variation (I)		3	small variation (I)	1		3	small variation (I)		2	small variation (I)				2.5	large variation (II)			July	August	Capsule					idiochorophytes or indigenes	single terminal flower	solitary													Geophyte						decidous		moderately close to nature (moderately urbanophobous)		very poisonous		2		Indigenous	28		Chlorophyllian		8	hexaploid		15	20			hermaphroditic and normal sexual												hypocotyl tuber	crs		no vegetative dispersal parts	Herbaceous
13783		11.5			>		Stem-derived corms/tubers	3.5				generative dispersule_one-seeded generative dispersule	protogynous	Unassisted dispersal	endochory_myrmecochory	7	3.35	scattered or in small groups	fertilized meadow plants	1	small variation (I)	2	3	small variation (I)	2	small variation (I)	6	3	large variation (II)	6	3	small variation (I)	2	4	3	small variation (I)	6.5	4	large variation (II)	0		5	3	large variation (II)			August	October	Capsule			very tolerant		idiochorophytes or indigenes			mesomorphic		67.05		431.4			136.26	0.25488		long-leaf		Geophyte	pluriennial		summer green	18.56	1.55	decidous		moderately close to nature (moderately urbanophobous)		medicinal_very poisonous	moderately tolerant	3		Indigenous	19		Chlorophyllian		10	diploid	22.25	24	30			facultatively apomictic_hermaphroditic and normal sexual	Polycarpic	1		Erosulate plant_Rosette plant	1.85	2.83		7.01		2.43	16.89	hypocotyl tuber	crs	no	no vegetative dispersal parts	Herbaceous
13799					<										boleochory			scattered	weeds and ruderal plants	2	small variation (I)		2	small variation (I)	2	small variation (I)		3	large variation (II)		3	small variation (I)	1		3	small variation (I)		3	small variation (I)				5	small variation (I)			July	October						neophytes															Chamaephyte_Hemicryptophyte_Therophyte						wintergreen		moderatly hemerobic (moderately urbanophilous)				2														hermaphroditic and normal sexual												many thick non-lignified roots	ccs		above-ground shoots	
13801					<										boleochory			scattered or in small groups		2	small variation (I)		1	small variation (I)	2	small variation (I)		4	small variation (I)		3	small variation (I)	1		3	small variation (I)		3	small variation (I)				4.5	large variation (II)			August	September						neophytes															Chamaephyte_Hemicryptophyte						decidous		moderatly hemerobic (moderately urbanophilous)																		hermaphroditic and normal sexual												thick rhizome	crs		basal lateral shoots	
13804					<	Rooting stems	Stem-derived rhizomes	0.75				generative dispersule_one-seeded generative dispersule	protandrous_protogynous	Unassisted dispersal	endochory	6	31.55	in larger groups	forest plants	1	large variation (II)		3	small variation (I)	2	small variation (I)	5	3	large variation (II)	5	2.5	small variation (I)	2	5	2.5	small variation (I)	6	3	large variation (II)	0			3.5	large variation (II)			April	June	Berry					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	simple raceme	raceme	mesomorphic		61.245					221.5	0.22558381915		simple		Geophyte	pluriennial		summer green			decidous		indifferent (urbanoneutral)		medicinal_very poisonous				Indigenous	15		Chlorophyllian		12	diploid	21.5	15	28.5		autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic	2		Erosulate plant	2.44	3.375	2	17		2.84	25.6	inconspicuous reserve organ	ccs	no	below-ground runners	Herbaceous
13809					=		Stem-derived rhizomes	1				one-seeded generative dispersule	protogynous	Endozoochory	dysochory_endochory	5	15.3	in larger groups	forest plants	1	small variation (I)	6	3	small variation (I)	3	small variation (I)	3	1	small variation (I)	5	3	small variation (I)	2	3	2.5	small variation (I)	3	2	small variation (I)	0			3	large variation (II)			May	June	Berry					idiochorophytes or indigenes	simple raceme	raceme	mesomorphic_scleromorphic		16.95					238.575			full		Geophyte	pluriennial		summer green			decidous		close to nature (strictly urbanophobous)		weakly to moderately poisonous				Indigenous	18		Chlorophyllian		8	diploid	16	13	18.5		autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic	1		Erosulate plant	2.25	3.1		12.2715		2.35	32.41	inconspicuous reserve organ	css	no	below-ground runners	Herbaceous
13811					=		Stem-derived rhizomes	1				one-seeded generative dispersule	homogamous_protogynous	Endozoochory	dysochory_endochory	6	15.35	in larger groups	forest plants	2	small variation (I)	5	3	small variation (I)	2	small variation (I)	4	2	small variation (I)	5	3	small variation (I)	1	5.5	3	small variation (I)	6.5	4	small variation (I)	0			3.5	small variation (I)			April	June	Berry					idiochorophytes or indigenes	simple raceme	raceme	hygromorphic_mesomorphic		21.35					148.12	0.048355		simple		Geophyte	pluriennial		summer green			decidous		close to nature (strictly urbanophobous)		edible_weakly to moderately poisonous	intolerant to sensitive			Indigenous	9		Chlorophyllian		25	diploid	43.5	50	75		entomogamous	hermaphroditic and normal sexual		2		Erosulate plant	2.8	3.55		24.71		3.1	43.84	thick rhizome	crs	no	no vegetative dispersal parts	Herbaceous
13812		10			>		Stem-derived rhizomes	1				one-seeded generative dispersule	homogamous	Endozoochory	dysochory_endochory	5	11.55	scattered or in small groups	unfertilized dry meadows	2	large variation (II)	5	4	small variation (I)	2	large variation (II)	6	3	small variation (I)	3	2	small variation (I)	2	3	2.5	small variation (I)	7	4	large variation (II)	0		5	3	large variation (II)			May	June	Berry					idiochorophytes or indigenes	simple raceme	raceme	scleromorphic		17.085		448.517837524414			203.376948832241	0.086835		simple	0.422535	Geophyte	pluriennial		summer green	20.4832482337952		decidous		close to nature (strictly urbanophobous)	8	edible_medicinal_weakly to moderately poisonous	intolerant to sensitive	1		Indigenous	10		Chlorophyllian		15	diploid	15	21	42.5		entomogamous	hermaphroditic and normal sexual	Polycarpic			Erosulate plant	10	10		36.3		10	19.420468799092	thick rhizome	crs	no	no vegetative dispersal parts	Herbaceous
13814					=		Stem-derived rhizomes	1				multi-seeded generative dispersule	homogamous_protogynous	Endozoochory	dysochory_endochory	6		in larger groups	forest plants	2	small variation (I)	2	2	small variation (I)	2	small variation (I)	4	2	small variation (I)	5	3.5	small variation (I)	2	5	3	small variation (I)	4.5	3	small variation (I)	0		4	2.5	small variation (I)			May	July	Berry					idiochorophytes or indigenes	simple raceme	raceme	mesomorphic		10.11					150.02	0.02428		long-leaf		Geophyte	pluriennial		summer green			decidous		close to nature (strictly urbanophobous)		edible_weakly to moderately poisonous	intolerant to sensitive			Indigenous	14		Chlorophyllian		40	diploid	38.5	50	60		autogamous_entomogamous	hermaphroditic and normal sexual		2		Erosulate plant	2.05	2.84		74.82416665		2.5	41.65	thick rhizome	crs	no	no vegetative dispersal parts	Herbaceous
13816					=		Stem-derived rhizomes					one-seeded generative dispersule	homogamous_protogynous	Endozoochory	endochory	6	6.55	scattered	forest plants	1	small variation (I)	4	2	small variation (I)	3	large variation (II)	5	3	small variation (I)	5	3.5	small variation (I)	1	6	3	small variation (I)	6	2	large variation (II)			3	2.5	small variation (I)			May	July	Berry					idiochorophytes or indigenes	simple raceme	raceme	hygromorphic_mesomorphic										simple		Geophyte_Hemicryptophyte	pluriennial		summer green			decidous		close to nature (strictly urbanophobous)		edible				Indigenous	8		Chlorophyllian		40	tetraploid	65	57.5	70		autogamous_entomogamous	hermaphroditic and normal sexual				Erosulate plant	1.05	3.15		1.841894737		1.26		thick rhizome	ccs	no	basal lateral shoots	Herbaceous
13828				no or little forage value	>							one-seeded generative dispersule	protogynous	Unassisted dispersal	endochory_epichory	6		scattered or in small groups	wetland plants	1	small variation (I)	5	3	small variation (I)	2	large variation (II)	8	4	small variation (I)	8	4	small variation (I)	3	3	3	small variation (I)	8	4	small variation (I)	0			3	large variation (II)			June	August	Achene			moderately tolerant		presumably indigenous in some areas of the study region and widely spread later but before 1500 AD	spike of spikelets	spike	helomorphic_scleromorphic		2.29					294.46	0.01571		grass-like		Geophyte_Helophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible	intolerant to sensitive	1		Indigenous	22		Chlorophyllian		12	diploid	25	20	25		anemogamous	hermaphroditic and normal sexual				Hemirosette plant				0.56			13.99	rhizome tuber	crs		below-ground runners	Herbaceous
13829		4			>		Stem-derived corms/tubers_Stem-derived rhizomes	8						Unassisted dispersal	epichory_meteorochory	2		in larger stands		1	small variation (I)		4	small variation (I)	2	large variation (II)	8	4	small variation (I)	10	4.5	small variation (I)	3	7	3	small variation (I)	8	4	small variation (I)	4	salt dependant	6	4	small variation (I)			June	August	Achene					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	simple umbel of spikes	spike	helomorphic										grass-like		Geophyte_Helophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible				Indigenous			Chlorophyllian		40			45	70			hermaphroditic and normal sexual				Erosulate plant_Hemirosette plant				1.81				rhizome tuber	css	no	below-ground runners	Herbaceous
13835				no or little forage value	>						high to best forage value	one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		in larger stands	wetland plants	1	small variation (I)	7	3	small variation (I)	3	large variation (II)	7	3	large variation (II)	9	4.5	small variation (I)	3	4	3.5	small variation (I)	6	3	small variation (I)			5	4	small variation (I)			May	June	Achene			sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_scleromorphic		25.8					331.09	0.13283		grass-like		Helophyte_Hemicryptophyte	pluriennial		summer green			wintergreen		moderately close to nature (moderately urbanophobous)		edible	moderately tolerant	3		Indigenous	5		Chlorophyllian		60			78	100		anemogamous	unisexual and monoecious	Polycarpic	4		Hemirosette plant_Rosette plant	0.635	2.325		0.5765		1.42	15.27	inconspicuous reserve organ	ccs		below-ground runners	Herbaceous
13838				no or little forage value	<	Rooting stems_Transportable diaspores	Stem-derived rhizomes	6			high to best forage value	one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		in large aeras, dominating	wetland plants	1	small variation (I)	3	3	small variation (I)	3	large variation (II)	7	3	large variation (II)	9	4.5	large variation (II)	3	5	3.5	small variation (I)	7	4	small variation (I)		salt tolerant		3.5	large variation (II)			May	June	Achene		Dry storage	moderately tolerant to well tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic		70.35					331.59	0.4307		grass-like		Geophyte_Helophyte_Hemicryptophyte	pluriennial		summer green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible	moderately tolerant	3		Indigenous	5		Chlorophyllian		40			75	95		anemogamous	unisexual and monoecious	Polycarpic	3.5		Hemirosette plant_Rosette plant	1.035	3.285	3	1.09		1.455	16.5	inconspicuous reserve organ	ccs	no	basal lateral shoots_below-ground runners	Herbaceous
13839					=							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		in larger stands	forest plants	1	small variation (I)	7	4	small variation (I)	2	small variation (I)	5	3	small variation (I)	4	2.5	small variation (I)	2	2	2	small variation (I)	8	4	small variation (I)			5	3	large variation (II)			April	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike	scleromorphic		1.28					363.45	0.005435		grass-like		Geophyte_Hemicryptophyte	pluriennial		persistent green			partly wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous	5		Chlorophyllian		12		20	13.5	25		anemogamous	unisexual and monoecious		3		Rosette plant	1.445	3.6		2.8		1.71	23.94	inconspicuous reserve organ	crs		below-ground runners	Herbaceous
13843					>							one-seeded generative dispersule	protogynous	Unassisted dispersal	hydrochory_meteorochory	2		in larger groups	wetland plants	1	small variation (I)	5	3	small variation (I)	3	small variation (I)	7	4	small variation (I)	9	5	small variation (I)	3	4	3	small variation (I)	8.5	4	small variation (I)	0		5	3.5	small variation (I)			May	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike	helomorphic		5.785					268.725	0.033655		grass-like		Hemicryptophyte	pluriennial		persistent green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous	5		Chlorophyllian		30		45	40	65		anemogamous	hermaphroditic and normal sexual		3		Hemirosette plant	0.97	2.88		0.842		1.51	15.85	inconspicuous reserve organ	css		basal lateral shoots_tussocks, tufts	Herbaceous
13849					=										meteorochory			scattered or in small groups	mountain plants	2	small variation (I)		2	small variation (I)	3	small variation (I)		4	small variation (I)		3.5	small variation (I)	1		2	small variation (I)		3	small variation (I)				1.5	small variation (I)			June	August						idiochorophytes or indigenes															Hemicryptophyte						wintergreen		close to nature (strictly urbanophobous)		edible		1													anemogamous	unisexual and monoecious												inconspicuous reserve organ	crs		basal lateral shoots_below-ground runners	
13850					=									Unassisted dispersal	meteorochory	4		scattered or in small groups	mountain plants	1	small variation (I)		2	small variation (I)	3	small variation (I)	8	4	small variation (I)		4	small variation (I)	2		3.5	small variation (I)		3	large variation (II)				2	small variation (I)			June	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike								355.9797558					Hemicryptophyte						wintergreen		close to nature (strictly urbanophobous)		edible		1		Indigenous			Chlorophyllian		50			60	70		anemogamous	unisexual and monoecious											14.0473548	inconspicuous reserve organ	crs		basal lateral shoots_below-ground runners	Herbaceous
13851					=	Rooting stems		1	21.74840766				protogynous	Unassisted dispersal	meteorochory	4		scattered or in small groups	mountain plants	2	small variation (I)	3	2	small variation (I)	3	small variation (I)	9	4	small variation (I)	5	3.5	small variation (I)	1	2	2	small variation (I)	6	3	small variation (I)			2	1.5	small variation (I)			June	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic		2.4575		439.0812874			339.5066925	0.01305		grass-like	0.0367825	Hemicryptophyte	pluriennial		summer green	20.228370425		wintergreen		close to nature (strictly urbanophobous)		edible		1		Indigenous	5		Chlorophyllian		35		14	11	15		anemogamous	unisexual and monoecious				Rosette plant							17.997139845	inconspicuous reserve organ	crs	no	basal lateral shoots_below-ground runners	Herbaceous
13853					>	Rooting stems		1				one-seeded generative dispersule		Unassisted dispersal	meteorochory	2		scattered	mountain plants	1	large variation (II)		3	small variation (I)	1	small variation (I)	8	5	small variation (I)	9	4.5	small variation (I)	2	3	1	small variation (I)	7	3	small variation (I)	0			1.5	small variation (I)			July	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike			1.16					306.49	0.0052				Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous			Chlorophyllian		10		12.7	14	20		anemogamous	unisexual and monoecious				Hemirosette plant		5		0.493125			21.65	inconspicuous reserve organ	css	no	basal lateral shoots_below-ground runners	Herbaceous
13857					>									Unassisted dispersal	meteorochory	1		scattered	mountain plants	2	small variation (I)		4	small variation (I)	2	small variation (I)	8	5	small variation (I)		4	small variation (I)	3		1	small variation (I)		4	small variation (I)				1.5	small variation (I)			July	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike													Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous			Chlorophyllian		7			10	15		anemogamous	unisexual and monoecious						2.5		0.58				inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous
13858												one-seeded generative dispersule		Unassisted dispersal		2						5					7			6				2	2		3			0		6							Achene						raceme of spikes	spike											grass-like		Hemicryptophyte	pluriennial		persistent green											Indigenous	5		Chlorophyllian		40		65	55	70				Polycarpic			Hemirosette plant	1.27	3.075		1.5		1.585	10.6					Herbaceous
13859					>							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	1		in larger groups	wetland plants	1	large variation (II)	2	4	small variation (I)	2	small variation (I)	6.5	4	small variation (I)	7	4.5	large variation (II)	3	2	3.5	small variation (I)	9	3	small variation (I)			2	4.5	small variation (I)			June	October	Achene					idiochorophytes or indigenes	raceme of spikes	spike	helomorphic										grass-like		Hemicryptophyte_Therophyte	pluriennial		summer green			decidous		indifferent (urbanoneutral)		edible				Indigenous	5		Chlorophyllian		10		19	22	40		anemogamous	hermaphroditic and normal sexual				Erosulate plant	0.285	4.605	4	0.23625		0.735		inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13860					=->							one-seeded generative dispersule	protogynous	Unassisted dispersal	epichory_meteorochory	1		in larger groups_scattered or in small groups	forest plants_pioneer plants of low elevation	2	large variation (II)	5	1.5	small variation (I)	1.5	large variation (II)	5	3	large variation (II)	8	4	large variation (II)	2.5	3	2	small variation (I)	5.5	4	small variation (I)	0		4	3	large variation (II)			April_May	August_June	Achene					idiochorophytes or indigenes	raceme of spikes	spike	hygromorphic_mesomorphic		23.815					162.68	0.076005		grass-like		Geophyte_Hemicryptophyte	pluriennial		persistent green			decidous_partly wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous	5		Chlorophyllian		26		48.75	35	50		anemogamous	unisexual and monoecious		2		Hemirosette plant		3.75		0.5496		0.9	36.54	inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous
13861														Unassisted dispersal	meteorochory	2		scattered		3	small variation (I)		4	small variation (I)	1	large variation (II)	6	4	small variation (I)		2	small variation (I)	1		2	small variation (I)		4	small variation (I)				4.5	small variation (I)			April	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike													Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)		edible				Indigenous			Chlorophyllian		20			30	40		anemogamous	unisexual and monoecious												thick rhizome	css		basal lateral shoots	Herbaceous
13863				no or little forage value	=							one-seeded generative dispersule	homogamous	Unassisted dispersal	autochory_meteorochory	2		in large aeras, dominating	forest plants	1	large variation (II)		4	small variation (I)	2	small variation (I)	7	3	small variation (I)	9	3.5	small variation (I)	3	1	2.5	small variation (I)	3	2	large variation (II)			2	4	small variation (I)			May	June	Achene			moderately tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_scleromorphic		13					401.15	0.049245		grass-like		Geophyte_Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	5		Chlorophyllian		25		50	45	50			hermaphroditic and normal sexual		1		Hemirosette plant	0.43	2.81		0.286		0.975	26.35	inconspicuous reserve organ	ccs		basal lateral shoots_below-ground runners	Herbaceous
13865					=									Unassisted dispersal	hydrochory_meteorochory	1		in larger groups	wetland plants	1	small variation (I)	6	3	small variation (I)	3	small variation (I)	8	3	small variation (I)	8	4.5	small variation (I)	2	6	2	small variation (I)	8	2	small variation (I)			6	1.5	small variation (I)			June	July	Achene	4				idiochorophytes or indigenes	raceme of spikes	spike											grass-like		Hemicryptophyte	pluriennial					partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous	5		Chlorophyllian				27.5	28			anemogamous	hermaphroditic and normal sexual				Hemirosette plant	0.52	2.42		0.346		1.04		inconspicuous reserve organ	css		basal lateral shoots_tussocks, tufts	Herbaceous
13871	5	3			=	Rooting stems		1				one-seeded generative dispersule		Unassisted dispersal	meteorochory	2		scattered or in small groups	mountain plants	1	small variation (I)	7	4	small variation (I)	2	small variation (I)	9	4	small variation (I)	7	3.5	large variation (II)	3	1.5	1	small variation (I)	7.5	4	small variation (I)	0		4	1.5	small variation (I)		750	June	July	Achene					idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic		0.33					404.62	0.00252		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous	5		Chlorophyllian	3	6		19	10	15		anemogamous	unisexual and monoecious		1		Hemirosette plant	0.865	2.86		0.505		1.025	13.23	inconspicuous reserve organ	css	no	basal lateral shoots	Herbaceous
13872	5	3		little forage value_no or little forage value	>							one-seeded generative dispersule	protandrous_protogynous	Unassisted dispersal	endochory_epichory_meteorochory	7	1.6	in larger groups_scattered or in small groups	unfertilized dry meadows	2	large variation (II)	5	4.5	small variation (I)	2	small variation (I)	7	4	small variation (I)	6	2.25	small variation (I)	1.5	2	2	small variation (I)	6.5	3	large variation (II)	0	salt tolerant	5.5	3.25	large variation (II)		400	April_March	June_May	Achene		Chilling	moderately tolerant_well tolerant to very tolerant		idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic		3.875					323	0.016593646155		grass-like		Geophyte_Hemicryptophyte	pluriennial		persistent green_summer green			decidous_wintergreen		indifferent (urbanoneutral)_moderately close to nature (moderately urbanophobous)		edible	sensitive_sensitive to moderately tolerant	2	Arbuscular AM	Indigenous	5		Chlorophyllian	3	10		18.75	17.25	27.5		anemogamous	hermaphroditic and normal sexual_unisexual and monoecious	Polycarpic	1.25		Hemirosette plant_Rosette plant	1.05	2.04		1.0715		1.105	19.15	inconspicuous reserve organ	crs		below-ground runners	Herbaceous
13874															dysochory_meteorochory			in larger stands		1	small variation (I)		4	small variation (I)	3	small variation (I)		3	small variation (I)		5	small variation (I)	3		2	small variation (I)		3	small variation (I)				4	small variation (I)			April	May						idiochorophytes or indigenes															Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)		edible		2													anemogamous	unisexual and monoecious		3										inconspicuous reserve organ	css		tussocks, tufts	
13876															meteorochory			scattered or in small groups	wetland plants	1	small variation (I)		3	small variation (I)	3	small variation (I)		4	small variation (I)		5	small variation (I)	2		1	small variation (I)		2	large variation (II)				3.5	small variation (I)			May	July						idiochorophytes or indigenes															Geophyte						decidous		moderately close to nature (moderately urbanophobous)		edible															anemogamous	hermaphroditic and normal sexual		2										inconspicuous reserve organ	sss		above-ground runners_below-ground runners	
13881					>									Unassisted dispersal	epichory_meteorochory	2		scattered or in small groups	wetland plants	1	small variation (I)		2	small variation (I)	3	small variation (I)	7	3	large variation (II)		4	small variation (I)	3		3	small variation (I)		4	small variation (I)		salt tolerant		4	small variation (I)			May	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike			9.0775					0.241193392764013	0.04203			0.177655	Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous			Chlorophyllian		30		26	20	60		anemogamous	hermaphroditic and normal sexual								0.929			20.401863595	rhizome tuber	css		basal lateral shoots	Herbaceous
13884					=									Unassisted dispersal	hydrochory_meteorochory	2		in larger groups	wetland plants	1	small variation (I)		3	small variation (I)	3	small variation (I)	8	3	small variation (I)	9	4.5	small variation (I)	2	2	2	small variation (I)	3	2	small variation (I)	0			1.5	small variation (I)			June	July	Achene					idiochorophytes or indigenes	raceme of spikes	spike			4.535					276.39	0.015243659755				Hemicryptophyte						partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous			Chlorophyllian		25		32.5	31.5	40		anemogamous	hermaphroditic and normal sexual					0.565	1.865		0.351		1.065	26.93	inconspicuous reserve organ	css		basal lateral shoots_tussocks, tufts	Herbaceous
13887	5	3			=	Rooting stems		1		45.06722		one-seeded generative dispersule		Unassisted dispersal	meteorochory	2		in larger stands	mountain plants	2	small variation (I)		4	small variation (I)	2	small variation (I)	9	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1	small variation (I)		1200	July	August	Achene					idiochorophytes or indigenes								-26.58	-2.29	358.045977		280			Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible		3		Indigenous		2.08057	Chlorophyllian	3	12		9	10	25		anemogamous	hermaphroditic and normal sexual		2.5		Rosette plant		8		2.12			11.51055	inconspicuous reserve organ	ccs	no	basal lateral shoots	Herbaceous
13888	5	3			=									Unassisted dispersal	meteorochory	1		in larger stands	mountain plants	2	small variation (I)		4	small variation (I)	2	small variation (I)	9	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1	small variation (I)		1200	July	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike								327.4698715					Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible		3		Indigenous			Chlorophyllian	3	12			18	25		anemogamous	hermaphroditic and normal sexual		2.5						2.33			11.97679603	inconspicuous reserve organ	ccs		basal lateral shoots	Herbaceous
13889	5	3			=									Unassisted dispersal	meteorochory	1		in larger groups	mountain plants	2	small variation (I)		4	small variation (I)	2	large variation (II)	9	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		4	small variation (I)				1	small variation (I)		1200	July	August	Achene				graminoids	idiochorophytes or indigenes	raceme of spikes	spike		80	1.8	20				306.1826785					Hemicryptophyte						partly wintergreen	0.4	close to nature (strictly urbanophobous)		edible		2		Indigenous			Chlorophyllian	3	12			14.5	25		anemogamous	hermaphroditic and normal sexual		2.5						1.9233333335			8.57356385	inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13892				no or little forage value	>							one-seeded generative dispersule		Unassisted dispersal	epichory	6		in larger stands	wetland plants	1	small variation (I)	1	3	small variation (I)	3	large variation (II)	8	4	small variation (I)	9	4.5	small variation (I)	2	2	2	small variation (I)	6	4	small variation (I)	0			3	large variation (II)			April	July	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	simple spike	spike	helomorphic_scleromorphic		0.78					268.68	0.00751		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	5		Chlorophyllian		12		25	16.5	30		anemogamous	unisexual and dioecious		1.5		Hemirosette plant	0.645	2.73		0.79325		1.06	11.02	inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13895					>									Unassisted dispersal	meteorochory	2		scattered or in small groups	forest plants	2	small variation (I)	7	4	small variation (I)	2	small variation (I)	5	3	large variation (II)	6.5	2.5	small variation (I)	2	3.5	2.5	small variation (I)	6.5	4	small variation (I)	0		6	4.5	small variation (I)			April	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike											grass-like		Hemicryptophyte	pluriennial					decidous		moderately close to nature (moderately urbanophobous)		edible				Indigenous	5		Chlorophyllian		25		45	45	52.5		anemogamous	unisexual and monoecious				Hemirosette plant	2.5	6.295		10.8264		2.715		thick rhizome	css		basal lateral shoots	Herbaceous
